INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(1 , '2020CSB1075' , 'A-'::grade , 'Enrolled'::enrolment_status , 'SE'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1125' , 'C'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1094' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1187' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1198' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1073' , 'A'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1106' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1081' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1113' , 'A-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1078' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1070' , 'C-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1111' , 'C'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1063' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1062' , 'A-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1102' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1123' , 'D'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1067' , 'C'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1116' , 'B'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1039' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1109' , 'A-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(2 , '2020CSB1132' , 'B-'::grade , 'Enrolled'::enrolment_status , 'II'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1075' , 'B-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1098' , 'B-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1107' , 'A'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1095' , 'B'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1154' , 'B-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1126' , 'A-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1069' , 'B'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1068' , 'C-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1215' , 'C'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1076' , 'C-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1115' , 'A-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1066' , 'B-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1074' , 'C-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1099' , 'B-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1134' , 'A'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1061' , 'A-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1091' , 'C'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1104' , 'B'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1142' , 'F'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1118' , 'A-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
INSERT INTO enrollments(id, entry_no, grade, status, course_type) VALUES(3 , '2020CSB1133' , 'A-'::grade , 'Enrolled'::enrolment_status , 'HC'::course_types);
